t,x,y
2.444000000E2,2.141074020E2,1.764876633E1
2.448000000E2,2.145718433E2,1.764876633E1
2.452000000E2,2.145718433E2,2.507982583E1
2.456000000E2,2.057474601E2,2.647314949E1
2.460000000E2,2.052830189E2,2.089985486E1
2.464000000E2,2.113207547E2,2.136429608E1
2.468000000E2,2.182873730E2,2.507982583E1
2.472000000E2,2.233962264E2,1.671988389E1
2.476000000E2,2.233962264E2,1.486211901E1
2.480000000E2,2.275761974E2,1.718432511E1
2.484000000E2,2.238606676E2,2.043541364E1
2.488000000E2,2.201451379E2,1.393323657E1
2.492000000E2,2.159651669E2,1.068214804E1
2.496000000E2,2.210740203E2,1.346879536E1
2.500000000E2,2.150362845E2,1.486211901E1
2.504000000E2,2.168940493E2,1.718432511E1
2.508000000E2,2.196806967E2,1.207547170E1
2.512000000E2,2.210740203E2,1.161103048E1
2.516000000E2,2.201451379E2,3.715529753E1
2.520000000E2,2.168940493E2,5.898403483E1
2.524000000E2,2.127140784E2,6.827285922E1
2.528000000E2,2.136429608E2,6.920174165E1
2.532000000E2,2.150362845E2,7.895500726E1
2.536000000E2,2.150362845E2,7.895500726E1
2.540000000E2,2.326850508E2,6.734397678E1
2.544000000E2,2.322206096E2,5.805515239E1
2.548000000E2,2.155007257E2,8.499274311E1
2.552000000E2,2.164296081E2,9.753265602E1
2.556000000E2,2.182873730E2,1.063570392E2
2.560000000E2,1.941364296E2,1.017126270E2
2.564000000E2,1.876342525E2,1.110014514E2
2.568000000E2,1.704499274E2,8.406386067E1
2.572000000E2,1.946008708E2,1.346879536E2
2.576000000E2,1.950653120E2,1.295791001E2
2.580000000E2,1.959941945E2,1.291146589E2
2.584000000E2,2.034252540E2,1.904208999E2
2.588000000E2,2.048185776E2,2.085341074E2
2.592000000E2,2.071407837E2,2.131785196E2
2.596000000E2,2.122496372E2,2.113207547E2
2.600000000E2,2.168940493E2,2.136429608E2
2.604000000E2,2.145718433E2,2.076052250E2
2.608000000E2,1.997097242E2,2.113207547E2
2.612000000E2,2.057474601E2,2.113207547E2
2.616000000E2,2.076052250E2,2.094629898E2
2.620000000E2,2.071407837E2,2.043541364E2
2.624000000E2,2.159651669E2,2.080696662E2
2.628000000E2,2.099274311E2,2.011030479E2
2.632000000E2,2.038896952E2,2.024963716E2
2.636000000E2,2.043541364E2,2.108563135E2
2.640000000E2,2.141074020E2,2.136429608E2
2.644000000E2,2.159651669E2,2.117851959E2
2.648000000E2,2.136429608E2,2.057474601E2
2.652000000E2,2.099274311E2,1.992452830E2
2.660000000E2,2.089985486E2,1.936719884E2
2.664000000E2,2.089985486E2,1.936719884E2
2.668000000E2,2.089985486E2,1.932075472E2
2.672000000E2,2.089985486E2,1.927431060E2
2.676000000E2,1.927431060E2,2.108563135E2
2.680000000E2,1.221480406E2,2.215384615E2
2.684000000E2,1.184325109E2,2.206095791E2
2.688000000E2,1.277213353E2,2.210740203E2
2.692000000E2,1.017126270E2,2.201451379E2
2.696000000E2,9.335268505E1,2.187518142E2
2.700000000E2,5.341074020E1,2.182873730E2
2.704000000E2,3.622641509E1,2.159651669E2
2.708000000E2,2.786647315E1,2.136429608E2
2.712000000E2,1.161103048E1,2.127140784E2
2.716000000E2,1.114658926E1,2.196806967E2
2.720000000E2,1.718432511E1,2.173584906E2
2.724000000E2,1.904208999E1,2.103918723E2
2.728000000E2,1.950653120E1,2.052830189E2
2.732000000E2,1.997097242E1,2.057474601E2
2.736000000E2,2.600870827E1,2.103918723E2
2.740000000E2,1.857764877E1,2.080696662E2
2.744000000E2,2.507982583E1,2.024963716E2
2.748000000E2,5.108853411E1,2.094629898E2
2.752000000E2,9.660377358E1,2.089985486E2
2.756000000E2,1.648766328E2,2.108563135E2
2.760000000E2,1.737010160E2,2.136429608E2
2.768000000E2,1.918142235E2,2.182873730E2
2.772000000E2,2.066763425E2,2.182873730E2
2.776000000E2,2.131785196E2,2.182873730E2
2.780000000E2,2.178229318E2,2.136429608E2
2.784000000E2,2.094629898E2,2.094629898E2
2.788000000E2,2.076052250E2,2.159651669E2
2.792000000E2,2.141074020E2,2.178229318E2
2.796000000E2,2.141074020E2,2.122496372E2
2.804000000E2,2.099274311E2,2.034252540E2
2.808000000E2,2.085341074E2,1.992452830E2
2.812000000E2,2.043541364E2,8.870827286E1
2.816000000E2,2.141074020E2,3.436865022E1
2.820000000E2,2.155007257E2,1.671988389E1
2.824000000E2,2.155007257E2,1.532656023E1
2.828000000E2,2.136429608E2,1.161103048E1
2.832000000E2,2.117851959E2,1.300435414E1
2.836000000E2,2.141074020E2,1.439767779E1
2.840000000E2,2.103918723E2,1.718432511E1
2.844000000E2,2.103918723E2,2.554426705E1
2.848000000E2,2.155007257E2,4.923076923E1
2.852000000E2,2.164296081E2,6.687953556E1
2.856000000E2,2.029608128E2,8.127721335E1
2.860000000E2,1.718432511E2,6.734397678E1
2.864000000E2,1.685921626E2,6.130624093E1
2.868000000E2,1.495500726E2,5.666182874E1
2.872000000E2,1.439767779E2,5.573294630E1
2.876000000E2,1.328301887E2,8.592162554E1
2.880000000E2,1.184325109E2,9.939042090E1
2.884000000E2,1.054281567E2,9.939042090E1
2.888000000E2,9.335268505E1,8.963715530E1
2.892000000E2,8.174165457E1,8.963715530E1
2.896000000E2,5.341074020E1,8.592162554E1
2.900000000E2,2.972423803E1,8.452830189E1
2.904000000E2,2.507982583E1,8.499274311E1
2.908000000E2,2.182873730E1,8.081277213E1
2.912000000E2,1.439767779E1,6.362844702E1
2.916000000E2,1.439767779E1,5.108853411E1
2.920000000E2,1.486211901E1,3.854862119E1
2.924000000E2,1.532656023E1,2.925979681E1
2.928000000E2,1.532656023E1,2.136429608E1
2.932000000E2,2.229317852E1,1.671988389E1
2.936000000E2,2.740203193E1,1.625544267E1
2.940000000E2,2.043541364E1,2.693759071E1
2.944000000E2,1.021770682E1,2.740203193E1
2.948000000E2,6.502177068E0,2.972423803E1
2.952000000E2,2.136429608E1,3.204644412E1
2.956000000E2,2.786647315E1,2.507982583E1
2.960000000E2,2.229317852E1,1.904208999E1
2.964000000E2,1.625544267E1,2.043541364E1
2.968000000E2,1.068214804E1,3.111756168E1
2.972000000E2,1.579100145E1,4.365747460E1
2.976000000E2,1.625544267E1,5.666182874E1
2.980000000E2,1.764876633E1,6.641509434E1
2.984000000E2,1.997097242E1,8.592162554E1
2.988000000E2,1.718432511E1,1.305079826E2
2.992000000E2,1.300435414E1,1.509433962E2
2.996000000E2,1.300435414E1,1.569811321E2
3.000000000E2,1.997097242E1,1.741654572E2
3.004000000E2,2.554426705E1,1.792743106E2
3.008000000E2,2.461538462E1,1.969230769E2
3.012000000E2,5.851959361E1,2.057474601E2
3.016000000E2,1.021770682E2,2.108563135E2
3.020000000E2,1.119303338E2,2.038896952E2
3.024000000E2,9.521044993E1,1.918142235E2
3.028000000E2,6.920174165E1,1.616255443E2
3.036000000E2,2.833091437E1,1.295791001E2
3.040000000E2,2.461538462E1,1.226124819E2
3.048000000E2,1.811320755E1,1.123947750E2
3.052000000E2,3.111756168E1,8.638606676E1
3.056000000E2,4.226415094E1,5.898403483E1
3.060000000E2,4.830188679E1,4.830188679E1
3.064000000E2,5.294629898E1,4.272859216E1
3.068000000E2,7.245283019E1,2.275761974E1
3.072000000E2,8.592162554E1,1.764876633E1
3.076000000E2,1.003193033E2,1.300435414E1
3.080000000E2,1.100725689E2,1.300435414E1
3.084000000E2,1.532656023E2,1.300435414E1
3.088000000E2,1.602322206E2,1.300435414E1
3.092000000E2,1.685921626E2,4.923076923E1
3.096000000E2,1.834542816E2,6.502177068E1
3.100000000E2,1.997097242E2,8.592162554E1
3.104000000E2,2.052830189E2,1.017126270E2
3.108000000E2,2.178229318E2,1.202902758E2
3.112000000E2,2.201451379E2,1.300435414E2
3.116000000E2,2.192162554E2,1.393323657E2
3.120000000E2,2.155007257E2,1.606966618E2
3.124000000E2,2.155007257E2,1.718432511E2
3.128000000E2,2.159651669E2,1.955297533E2
3.132000000E2,2.062119013E2,2.062119013E2
3.136000000E2,2.020319303E2,2.141074020E2
3.140000000E2,2.076052250E2,2.155007257E2
3.148000000E2,2.178229318E2,2.164296081E2
3.152000000E2,2.192162554E2,2.159651669E2
3.156000000E2,2.071407837E2,2.099274311E2
3.164000000E2,2.173584906E2,2.173584906E2
3.168000000E2,2.173584906E2,2.173584906E2
3.172000000E2,2.168940493E2,2.164296081E2
3.176000000E2,2.159651669E2,2.113207547E2
3.180000000E2,2.150362845E2,2.071407837E2
3.184000000E2,2.150362845E2,2.034252540E2
3.188000000E2,2.150362845E2,2.034252540E2
3.192000000E2,2.182873730E2,2.164296081E2
