t,x,y
1.980000000E2,1.718432511E1,2.024963716E2
1.984000000E2,2.182873730E1,2.020319303E2
1.988000000E2,1.811320755E1,1.723076923E2
1.992000000E2,1.950653120E1,1.690566038E2
1.996000000E2,2.089985486E1,1.690566038E2
2.000000000E2,2.554426705E1,1.788098694E2
2.004000000E2,2.229317852E1,1.690566038E2
2.008000000E2,2.229317852E1,1.583744557E2
2.012000000E2,1.811320755E1,1.699854862E2
2.016000000E2,2.647314949E1,2.071407837E2
2.020000000E2,2.647314949E1,2.108563135E2
2.024000000E2,1.857764877E1,2.136429608E2
2.028000000E2,1.532656023E1,2.089985486E2
2.032000000E2,2.415094340E1,2.071407837E2
2.036000000E2,2.972423803E1,2.131785196E2
2.040000000E2,2.136429608E1,2.201451379E2
2.044000000E2,1.997097242E1,2.076052250E2
2.048000000E2,3.018867925E1,2.052830189E2
2.052000000E2,3.018867925E1,2.085341074E2
2.056000000E2,2.600870827E1,2.127140784E2
2.060000000E2,2.229317852E1,2.103918723E2
2.064000000E2,2.507982583E1,2.057474601E2
2.068000000E2,2.322206096E1,2.145718433E2
2.072000000E2,1.764876633E1,2.150362845E2
2.076000000E2,1.764876633E1,2.048185776E2
2.084000000E2,2.647314949E1,2.103918723E2
2.088000000E2,2.461538462E1,2.117851959E2
2.092000000E2,1.997097242E1,2.057474601E2
2.096000000E2,2.925979681E1,2.076052250E2
2.100000000E2,2.740203193E1,2.127140784E2
2.104000000E2,1.950653120E1,2.062119013E2
2.108000000E2,1.764876633E1,1.769521045E2
2.112000000E2,1.718432511E1,1.704499274E2
2.116000000E2,1.671988389E1,1.681277213E2
2.124000000E2,1.811320755E1,1.588388970E2
2.128000000E2,2.415094340E1,1.532656023E2
2.132000000E2,2.833091437E1,1.514078374E2
2.136000000E2,4.505079826E1,1.676632801E2
2.140000000E2,3.669085631E1,1.681277213E2
2.144000000E2,2.136429608E1,1.574455733E2
2.148000000E2,1.439767779E1,1.309724238E2
2.152000000E2,1.439767779E1,1.161103048E2
2.156000000E2,1.997097242E1,9.010159652E1
2.160000000E2,2.136429608E1,8.174165457E1
2.168000000E2,2.368650218E1,4.923076923E1
2.172000000E2,2.461538462E1,3.529753266E1
2.176000000E2,2.786647315E1,2.461538462E1
2.180000000E2,2.925979681E1,1.811320755E1
2.184000000E2,2.089985486E1,1.671988389E1
2.188000000E2,8.824383164E0,2.461538462E1
2.192000000E2,1.161103048E1,2.693759071E1
2.196000000E2,2.043541364E1,2.693759071E1
2.200000000E2,1.486211901E1,1.161103048E1
2.204000000E2,1.950653120E1,2.043541364E1
2.212000000E2,2.507982583E1,2.182873730E1
2.216000000E2,2.507982583E1,2.461538462E1
2.220000000E2,1.904208999E1,2.647314949E1
2.224000000E2,1.532656023E1,1.904208999E1
2.228000000E2,3.297532656E1,2.322206096E1
2.232000000E2,4.133526851E1,2.461538462E1
2.236000000E2,5.573294630E1,2.600870827E1
2.240000000E2,5.712626996E1,3.343976778E1
2.244000000E2,6.595065312E1,6.687953556E1
2.248000000E2,6.548621190E1,8.313497823E1
2.252000000E2,5.805515239E1,1.337590711E2
2.256000000E2,5.433962264E1,1.453701016E2
2.260000000E2,3.390420900E1,1.737010160E2
2.264000000E2,2.600870827E1,2.015674891E2
2.268000000E2,2.507982583E1,2.062119013E2
2.272000000E2,2.507982583E1,2.145718433E2
2.276000000E2,3.854862119E1,2.062119013E2
2.280000000E2,1.857764877E2,2.043541364E2
2.284000000E2,2.043541364E2,2.043541364E2
2.288000000E2,2.155007257E2,1.973875181E2
2.292000000E2,2.136429608E2,1.411901306E2
2.296000000E2,2.136429608E2,1.281857765E2
2.300000000E2,2.145718433E2,1.021770682E2
2.308000000E2,2.136429608E2,1.755587808E2
2.312000000E2,2.127140784E2,2.103918723E2
2.316000000E2,1.918142235E2,2.062119013E2
2.320000000E2,9.660377358E1,2.080696662E2
2.324000000E2,5.898403483E1,2.206095791E2
2.328000000E2,7.523947750E1,2.187518142E2
2.332000000E2,9.010159652E1,2.178229318E2
2.336000000E2,1.123947750E2,2.150362845E2
2.340000000E2,1.105370102E2,2.150362845E2
2.344000000E2,6.873730044E1,2.001741655E2
2.348000000E2,8.313497823E1,1.853120464E2
2.352000000E2,3.111756168E1,1.885631350E2
2.356000000E2,6.223512337E1,1.890275762E2
2.360000000E2,5.480406386E1,1.857764877E2
2.364000000E2,4.830188679E1,1.783454282E2
2.368000000E2,5.062409289E1,1.750943396E2
2.372000000E2,3.204644412E1,1.583744557E2
2.376000000E2,2.879535559E1,1.514078374E2
2.380000000E2,3.111756168E1,9.660377358E1
2.384000000E2,2.925979681E1,6.734397678E1
2.388000000E2,3.018867925E1,5.712626996E1
2.392000000E2,2.043541364E1,2.415094340E1
2.396000000E2,4.412191582E1,1.532656023E1
2.400000000E2,5.526850508E1,1.393323657E1
2.404000000E2,7.338171263E1,1.346879536E1
2.408000000E2,8.499274311E1,1.950653120E1
2.412000000E2,1.179680697E2,1.718432511E1
2.416000000E2,1.221480406E2,1.950653120E1
2.420000000E2,1.360812772E2,1.904208999E1
2.424000000E2,1.407256894E2,1.950653120E1
2.428000000E2,2.006386067E2,2.415094340E1
2.432000000E2,2.131785196E2,3.343976778E1
2.436000000E2,2.029608128E2,3.715529753E1
2.440000000E2,2.011030479E2,2.554426705E1
