t,x,y
763,3.06239E+11,1.57818E+11
764,3.36529E+11,1.67618E+11
765,3.0802E+11,1.63163E+11
766,3.38311E+11,1.7029E+11
767,3.04457E+11,1.73854E+11
768,3.3742E+11,1.83654E+11
769,3.19602E+11,2.37108E+11
770,3.38311E+11,1.47127E+11
771,3.98892E+11,93673048330
772,3.99783E+11,76745972690
773,3.61474E+11,17946657290
774,3.42765E+11,13492163700
775,3.16929E+11,47346314990
776,2.82184E+11,33982834220
777,3.20493E+11,35764631650
778,3.14257E+11,42000922680
779,2.85748E+11,34873732930
780,2.75057E+11,22401150880
781,3.00893E+11,27746543190
782,2.44767E+11,19728454730
783,2.53676E+11,9928568826
784,2.68821E+11,9928568826
785,2.53676E+11,9037670108
786,2.51894E+11,11710366260
787,2.72384E+11,12601264980
788,2.46548E+11,50909909860
789,2.14476E+11,29528340620
790,2.11803E+11,28637441910
791,1.47659E+11,25964745750
792,33623610130,19728454730
793,27387319100,63382491910
794,19369230640,80309567560
795,14914737040,66055188070
796,24714622940,51800808580
797,14023838330,50909909860
798,14023838330,62491593200
799,11351142170,46455416270
800,9569344736,18837556010
801,26496420380,85654959870
802,30060015250,2.27308E+11
803,36296306280,3.78761E+11
804,40750799870,3.73415E+11
805,48768888330,4.04597E+11
806,35405407560,4.04597E+11
807,18478331920,4.00142E+11
808,28278217820,3.90342E+11
809,28278217820,3.85888E+11
810,22041926790,4.09051E+11
811,20260129350,3.93015E+11
812,12242040890,3.70743E+11
813,48768888330,4.01033E+11
814,98659216550,4.01924E+11
815,1.62804E+11,3.90342E+11
816,1.90422E+11,3.93906E+11
817,1.77058E+11,3.79652E+11
818,1.92204E+11,3.83215E+11
819,1.74386E+11,4.03706E+11
820,1.81513E+11,3.76088E+11
821,1.8864E+11,3.76088E+11
822,1.54786E+11,3.76088E+11
823,1.56568E+11,4.00142E+11
824,1.76167E+11,4.02815E+11
825,1.67258E+11,3.96579E+11
826,1.46768E+11,3.95688E+11
827,1.29841E+11,3.54706E+11
828,1.21823E+11,3.35107E+11
829,1.37859E+11,2.89671E+11
830,1.69931E+11,2.84325E+11
831,2.69712E+11,3.82324E+11
832,2.84857E+11,3.80542E+11
833,3.44547E+11,3.8767E+11
834,3.39202E+11,3.85888E+11
835,3.11584E+11,3.35107E+11
