t,x,y
1.684000000E2,9.389781022E1,7.474452555E0
1.688000000E2,9.016058394E1,7.474452555E0
1.692000000E2,8.735766423E1,9.810218978E0
1.696000000E2,8.782481752E1,9.810218978E0
1.700000000E2,9.016058394E1,1.167883212E1
1.704000000E2,9.016058394E1,1.167883212E1
1.708000000E2,9.109489051E1,1.681751825E1
1.712000000E2,6.820437956E1,4.998540146E1
1.716000000E2,4.437956204E1,8.035036496E1
1.720000000E2,3.363503650E1,9.716788321E1
1.724000000E2,2.662773723E1,9.903649635E1
1.728000000E2,2.756204380E1,9.903649635E1
1.732000000E2,2.335766423E1,9.763503650E1
1.736000000E2,3.550364964E1,1.004379562E2
1.740000000E2,3.643795620E1,1.037080292E2
1.744000000E2,4.905109489E1,1.060437956E2
1.748000000E2,4.718248175E1,9.716788321E1
1.752000000E2,4.858394161E1,1.055766423E2
1.756000000E2,2.008759124E1,4.858394161E1
1.760000000E2,1.494890511E1,1.915328467E1
1.764000000E2,1.541605839E1,1.635036496E1
1.768000000E2,1.261313869E1,1.088467153E2
1.772000000E2,1.308029197E1,1.116496350E2
1.776000000E2,1.494890511E1,1.434160584E2
1.780000000E2,1.167883212E1,1.621021898E2
1.784000000E2,1.214598540E1,1.649051095E2
1.788000000E2,5.605839416E0,1.485547445E2
1.792000000E2,8.875912409E0,1.588321168E2
1.796000000E2,9.343065693E0,1.625693431E2
1.800000000E2,2.382481752E1,1.574306569E2
1.804000000E2,3.363503650E1,1.476204380E2
1.808000000E2,3.597080292E1,1.466861314E2
1.812000000E2,3.643795620E1,1.466861314E2
1.816000000E2,4.204379562E1,1.401459854E2
1.820000000E2,4.204379562E1,1.401459854E2
1.824000000E2,4.157664234E1,1.396788321E2
1.828000000E2,3.176642336E1,1.177226277E2
1.832000000E2,2.802919708E1,1.102481752E2
1.836000000E2,2.943065693E1,1.121167883E2
1.840000000E2,2.849635036E1,1.121167883E2
1.844000000E2,2.569343066E1,1.111824818E2
1.848000000E2,2.569343066E1,1.111824818E2
1.852000000E2,2.475912409E1,1.111824818E2
1.856000000E2,3.363503650E1,1.223941606E2
1.860000000E2,9.810218978E0,1.821897810E2
1.864000000E2,1.261313869E1,1.915328467E2
1.868000000E2,1.775182482E1,2.111532847E2
1.872000000E2,1.775182482E1,2.111532847E2
1.876000000E2,4.251094891E1,2.111532847E2
1.880000000E2,6.633576642E1,2.064817518E2
1.884000000E2,6.633576642E1,2.162919708E2
1.888000000E2,5.652554745E1,2.200291971E2
1.892000000E2,5.325547445E1,2.195620438E2
1.896000000E2,5.325547445E1,2.195620438E2
1.900000000E2,1.359416058E2,2.134890511E2
1.904000000E2,1.200583942E2,2.148905109E2
1.908000000E2,1.527591241E2,2.134890511E2
1.912000000E2,1.569635036E2,2.176934307E2
1.916000000E2,1.480875912E2,2.223649635E2
1.920000000E2,1.471532847E2,2.200291971E2
1.924000000E2,1.691094891E2,2.181605839E2
1.928000000E2,1.863941606E2,2.153576642E2
1.932000000E2,1.971386861E2,2.167591241E2
1.936000000E2,2.008759124E2,2.172262774E2
1.940000000E2,2.055474453E2,2.172262774E2
1.944000000E2,2.055474453E2,2.162919708E2
1.948000000E2,1.849927007E2,1.644379562E2
1.952000000E2,1.896642336E2,1.602335766E2
1.956000000E2,1.948029197E2,1.443503650E2
1.960000000E2,1.980729927E2,1.392116788E2
